code,name,batch,stock,deal,free,mrp,rate,exp,company,supplier
ISA1S,ATM 100MG SYR,ABS2K9A1,5,9,1,34.76,24.83,01/10/2021,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ISA2S,ATM 200MG SYR,ABT2K9A1,6,9,1,50.57,36.12,01/10/2021,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
INCA5,CYCLOPAM AMP,CDX1K9A4,58,0,0,34.9,24.93,01/10/2021,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
INCPV,CYCLOPAM VIAL,CDY1K9A4,24,0,0,22.51,16.08,01/10/2021,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ISFDS,FEBREX PLUS DS SYP,FAD4K9A1,29,9,1,75.6,54,01/10/2021,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ISGS1,GMT-SR1 TABS,GBB1K93D,100,0,0,93.7,66.93,01/10/2021,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ISGS2,GMT-SR2 TABS,GBE1K93D,50,0,0,110.25,78.75,01/10/2021,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
WAREM,REXIDINE MW,RAQ4K9A1,11,0,0,47.7,34.07,01/10/2021,INDOCO (WARREN PHARMA),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
IVNM1,NEOMEC VIAL,FI1924,13,5,1,32,22.86,01/10/2021,INTAS PHARMA (NEOVET),INTAS PHARMCEUTICALS LTD HYDERABAD
IVNPS,NEOZIDE PLUS SYP,FI1948,90,9,1,135,96.43,01/10/2021,INTAS PHARMA (BOVICURRA),INTAS PHARMCEUTICALS LTD HYDERABAD
JBMAXAN2,METROGYL ER TABS,G6E9023,20,0,0,56.57,40.41,01/10/2021,J.B. CHE&PHARMA LIMITED  (DIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD
UQMED,METROGYL-DG GEL FORTE,PGX9030,1,0,0,56.26,40.19,01/10/2021,J.B. CHE&PHARMA LIMITED  (DIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD
UQMED,METROGYL-DG GEL FORTE,PGX9035,40,0,0,56.26,40.19,01/10/2021,J.B. CHE&PHARMA LIMITED  (DIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD
JBOFSYR1,NOR METROGYL 0 SYRUP,XWN9052,63,0,0,39.77,28.41,01/10/2021,J.B. CHE&PHARMA LIMITED  (DIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD
JBOFM,OFM SYR,XOM9052,15,0,0,39.77,28.41,01/10/2021,J.B. CHE&PHARMA LIMITED  (DIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD
UQRMS,RANTAC-MPS SYP,PR59036,49,9,1,101.08,72.2,01/10/2021,J.B. CHE&PHARMA LIMITED,J.B.CHEMICALS AND PHARMA      SECUNDERABAD
FDC1A,1-AL 5MG TABS ***,079K024,-25,0,0,26.2,18.72,01/10/2021,F.D.C. INDIA LIMITED,LAKSHMI BALAJI AGENCIES       HYDERABAD
FDC1A,1-AL 5MG TABS ***,079K025,5,0,0,26.2,18.72,01/10/2021,F.D.C. INDIA LIMITED,LAKSHMI BALAJI AGENCIES       HYDERABAD
SGAT1,ACITROM-1MG TAB**,ACF9004,17,0,0,219,156.42,01/10/2021,ABBOT,LAKSHMI BALAJI CORPORATION VIJAYAWADA
INHMR,HIFENAC-MR TABS **,KY2189,50,0,0,71,50.71,01/10/2021,INTAS,LAKSHMI BALAJI CORPORATION VIJAYAWADA
BLUMD,MEFTAGESIC DS SUSP,ZQL19174,4,9,1,54.5,38.93,01/10/2021,BLUECROSS-LABS(GOLDCROSS) LTD,LAKSHMI BALAJI CORPORATION VIJAYAWADA
ALTOS,TAXIM-O DRY SYR,19460925,200,0,0,47.47,33.91,01/10/2021,ALKEM (PHARMA),LAKSHMI BALAJI CORPORATION VIJAYAWADA
TELARIS,TELVAS AM`` TABS,B615L219,35,0,0,64,45.71,01/10/2021,GENARAL COMPANY,LAKSHMI BALAJI CORPORATION VIJAYAWADA
LUE25,ESIFLO 250 TRANS**,U902209,7,0,0,369.9,264.21,01/10/2021,LUPIN,LAKSHMI VENKATESWARA PHARMA   HYDERABAD
NAPDOM250,NAPRODOM 250MG TABS**,NPA19001,82,0,0,49.39,35.28,01/10/2021,GENARAL COMPANY,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
RLRFT,RIBOFLAVIN TABS **,R19421122,462,0,0,6.95,4.98,01/10/2021,RALLIS INDIA LIMITED,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
ICTTS,TETMOSAL SOAP **,TTF9028,113,0,0,80.8,54.79,01/10/2021,I.C.I. INDIA LIMITED,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
GENVICINH,VICKS INHALER,932801,1,0,0,1000,730,01/10/2021,GENARAL COMPANY,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
ZINCN,ZINCOVIT TABS**,ZVT20058,1,0,0,90,61.03,01/10/2021,APEX,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
MACAL,ALKARATE SYRUP,KAU909A,20,10,1,75.75,54.1,01/10/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACIT,IT - MAC 100 CAPS,KIB940A,30,9,1,99.7,71.22,01/10/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACI2,IT - MAC 200 CAPS,KIC991A,5,9,1,156.8,112,01/10/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACLT,LT MAC CREAM,KLI919B,6,0,0,155,110.71,01/10/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACLM,MACPOD 50 DRYSYRUP,LMH937A,29,10,1,78,55.71,01/10/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MLMPO,MACPOD-O TAB,LMG919A,10,0,0,190,135.71,01/10/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACTH,THYROX 100 BOTT,MTD989A,1,0,0,131.04,93.6,01/10/2021,MACLEODS (PROCARE) HD,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACTR,THYROX 75MG TAB,MTC980A,19,0,0,142.24,101.6,01/10/2021,MACLEODS (PROCARE) HD,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MANBU,BRUTAFLAM-90 TAB,B5HPS009,18,11,1,96.62,69.01,01/10/2021,MAGNET LABS PVT LTD (MANKIND),MAGNET LABS PVT LTD           HYDERABAD
MANDD,DOLOKIND PLUS TABS,G8IAS079,208,5,1,51.49,36.78,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANDK,DOLOKIND TABS,B1ALS021,10,9,1,26.55,18.96,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANGL,DYNAGLIPT TAB,A4DZS025,26,0,0,71.5,51.07,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MAND1,GLIMESTAR-1 TABS,B6IAS027,58,0,0,26.46,18.9,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MAND6,LIZOFORCE 600 TABS,B6BPS040,35,0,0,140,100,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKMDZ,MAHACORT-DZ 6 TABS,E2AGS015,57,0,0,79.02,56.44,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANMI,MANKINDS PLACIDA PLUS TABS,A9HPS015,24,11,1,115.5,82.5,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANNO2,MONTICOPE A TAB,A7GKS036,4,11,1,141.71,101.22,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANNO2,MONTICOPE A TAB,A7GKS037,12,0,0,141.71,101.22,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKMKT,MONTICOPE-KID TAB,E7BES022,6,0,0,62.79,44.85,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKNPS,NOBEL PLUS SUSP,C1ABS047,78,11,1,40,28.57,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKRNO,RANIDOM-O TABS,G2AGS027,7,11,1,43.92,31.37,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKTMF,TEXAKIND-MF TABS,C0HSS053,1,11,1,209.3,149.5,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKZPT,ZENFLOX PLUS TABS,C4AKS038,24,11,1,135,96.43,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKZPT,ZENFLOX PLUS TABS,C4AKS038,120,11,1,135,96.43,01/10/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
122262R,ATEKIND-50 TABS,A4ALS006,20,0,0,20.43,14.59,01/10/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANHS,HISTAFREE SUSP,F2ADS099,36,11,1,78.9,56.36,01/10/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANH1,HISTAFREE-120MG TABS,F4AFS018,16,11,1,93.6,66.86,01/10/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANHI,HISTAFREE-M TABS,H2HPS021,18,11,1,137.5,98.21,01/10/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANTF,THERMOKIND-F GEL,F3ALS189,24,11,1,112.72,80.51,01/10/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MKURK,URIKIND TABS,C2HSS039,36,11,1,139,99.29,01/10/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANZ2,ZADY-250MG TABS,H5AGS033,18,5,1,107.45,76.75,01/10/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANZ5,ZADY-500MG TABS,H6AGS040,30,5,1,108.97,77.84,01/10/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANAL,ALOGRACE CREAM,A2JJS059,24,11,1,150,101.7,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MANG1,GUDCEF 100 DRY SYRUP,A2FHS048,26,11,1,121,86.43,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKGD1,GUDCEF 100MG TABS,B4AKS034,23,10,1,114.95,82.11,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKGDS,GUDCEF DRY SYRUP,B1AKT033,1,11,1,81,57.86,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKGDS,GUDCEF DRY SYRUP,B1AKT033,-1,0,0,81,57.86,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKGPT,GUDCEF PLUS TABS,C9AKS030,1,11,1,185,132.14,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKHC2,HICOPE-25MG TABS,F9BES027,3,9,1,54.45,38.89,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKHC2,HICOPE-25MG TABS,F9BES029,30,9,1,54.45,38.89,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKIBU,IBUKIND PLUS SUSP,C8ABS026,17,0,0,23.07,16.48,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
LSTER,MATCH_PLUS4X TAB,A1CXS012,14,5,1,152.27,108.76,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKUKK,URIKIND-K SYRUP,U1ABS028,15,11,1,59.89,42.78,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKUKK,URIKIND-K SYRUP,U1ABS029,60,11,1,59.89,42.78,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKV15,VENTIDOX -M,H4HPS044,6,11,1,72.6,51.86,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKV15,VENTIDOX -M,H4HPS045,36,0,0,72.6,51.86,01/10/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKASG,ACNESTAR GEL,K2AIS037,73,5,1,100,71.43,01/10/2021,MANKIND(SPECIAL),MANKIND PHARMA (SPECIAL)      HYDERABAD
122264R,BANDY PLUS SUSP,B0AGS033,14,0,0,30,21.43,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
122267R,CEFAKIND-250 TABS,C7AES041,23,11,1,173.03,123.59,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
122270R,D3 MUST 60K TABS,D5HPS019,36,0,0,68.83,49.16,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKDAA,DOLOKIND -AA TABS,H4AHS019,38,0,0,80.52,57.51,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MANKILEC,LECOPE SYRUP,D9AGS020,5,0,0,35.2,25.14,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
122274R,LECOPE-M KID TABS,E4BES012,18,0,0,62.7,44.79,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKMHP,MAHACEF PLUS TABS,B8AKS076,120,11,1,135,96.43,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKMHP,MAHACEF PLUS TABS,B8AKS070,1,11,1,135,96.43,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MANOP,ORAWAYAS PASTE,C6S024,12,11,1,62.79,44.85,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKRNF,RANIDOM (NF) TABS,G1AGS185,48,9,1,61.1,43.64,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
122294R,SOLOPOSE-0.5 MD TABS,G0FZS017,30,0,0,54.45,38.89,01/10/2021,MANKIND(NOBELIS),MANKIND PHARMA LTD HYDERABAD
122294R,SOLOPOSE-0.5 MD TABS,G0FZS018,60,0,0,54.45,38.89,01/10/2021,MANKIND(NOBELIS),MANKIND PHARMA LTD HYDERABAD
122297R,TELMIKIND-40 TABS,B5IAS207,696,0,0,34.04,24.31,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MANTH,TELMIKIND-AMH TABS,C9IAS024,21,0,0,73.2,52.29,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
122299R,TELMIKIND-H TABS,B1IAS151,582,0,0,60.5,43.21,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKZXE,ZENFLOX EYE DROP,D0AQS011,23,12,1,39.93,28.52,01/10/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MEDKES4,KETO 4S CREAM,HKT213,19,5,1,84,60,01/10/2021,MED MANOR ORGANICS (GLORIA),MED MANOR ORGANICS PVT LT     HYDERABAD
MERBE,BETAMIL GM CREAM,M13FR20057,3,0,0,29.94,21.38,01/10/2021,MERCK,MERCK LIMITED                 HYDERABAD
MR1KW,K-WIN AMPS,19302514,28,9,1,198,141.4,01/10/2021,MERCURY LABORATORIES LTD,MERCURY LABORATORIES          SECUNDRABAD
MEPAN,PANGS AT TABS,19110802,20,0,0,72,51.43,01/10/2021,MERCURY LABORATORIES LTD,MERCURY LABORATORIES          SECUNDRABAD
PDCMA,CHLOROMYCTIN APL CAP,92068120U,18,0,0,79.81,61.43,01/10/2021,PFIZER(TEAM 5 MAGANEM),PFIZER LIMITED HYDERABAD
PZMP2,MINIPRESS XL 2.5 TAB,DD6779,19,0,0,415.23,296.59,01/10/2021,PFIZER(TEAM 5 MAGANEM),PFIZER LIMITED HYDERABAD
PZMP5,MINIPRESS XL 5  TAB,DC7963,3,0,0,470.6,336.14,01/10/2021,PFIZER(TEAM 5 MAGANEM),PFIZER LIMITED HYDERABAD
SUGP1,GEMER-P1 TAB**,ESU1804,14,0,0,112,80,01/10/2021,SUN PHARMACEUTICAL I LTD,PRUDHVI AGENCIES VIJAYAWADA
LUPGLCUN,GLUCONORM G2 TAB**,U902321,3,0,0,197.45,141.04,01/10/2021,LUPIN,PRUDHVI AGENCIES VIJAYAWADA
LUPGLCUN3,GLUCONORM SR 1GM TAB**,J901738,11,0,0,59.01,42.15,01/10/2021,LUPIN,PRUDHVI AGENCIES VIJAYAWADA
SNPCD,PANTOCID-D  TABS **,EMU3049,29,0,0,96.5,68.93,01/10/2021,SUN PHARMACEUTICAL I LTD,PRUDHVI AGENCIES VIJAYAWADA
USEG2,ERYTOP GEL **,EG9044,9,0,0,133.09,101.4,01/10/2021,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA
USGNM,GLYNASE MF TABS **,13013828,-1,0,0,16.85,12.03,01/10/2021,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA
RBHGS,HEPTOGLOBAN SYR,B01C19260,50,19,1,205,146.43,01/10/2021,RAPTOKOS BRETT,"RAPTAKOS,BRETT & COMPANY      HYDERABAD"
GENZOR2,ZORYL M2 FORTE TABS**,NY2770,3,0,0,170,121.43,01/10/2021,INTAS,RAVINDRA PHARMACEUTICALS VIJAYAWADA
BIOSYD,SYSPAN D TABS,ACPD9014E,42,10,2,99,74.02,01/10/2021,BIOSYS HEALTH CARE,S.R.R. PHARMA          HANAMKONDA
GLEC2,CANDIDERMA+CREAM,11192084,240,5,1,141.5,101.07,01/10/2021,GLENMARK PHARMA,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GNTCN,CANDITRAL 100 MG CAP,5190882,37,0,0,197,140.71,01/10/2021,GLENMARK PHARMA,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GRES4,ESOZ 40MG TABS,EZ2P9003,18,0,0,152.76,109.11,01/10/2021,GRACEWELL (INTEGRACE),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GWKP1,KEFPOD 100MG TAB,67190200,20,9,1,85.5,61.07,01/10/2021,GLENMARK (RESPICARE),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GLETBT,TELMA BETA 25MG TABS,18191326,15,0,0,154,110,01/10/2021,GLENMARK (ZOLTAN),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
HOA12,ALLEGRA 120MG TAB,9NA0088,45,0,0,168.17,120.12,01/10/2021,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD
ARIT4,TELVAS 3D TABS,S813L029,2,0,0,78.57,56.12,01/10/2021,ARISTO (TASK FORCE),SARADA PHARMACY      MADHIRA
PPLPT,LYMPEDIM TAB,PPB01908,30,0,0,158.6,113.28,01/10/2021,PHARMA PRODUCTS P LTD,SRI SAI KRISHNA DISTRIBUTORS  HYDERABAD
PARMOO,MOOV SPRAY ACTIV**,B19084A,142,0,0,60,47.7,01/10/2021,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
RBCER,CERUVIN A CAPS,EMU3441,5,0,0,73.5,52.5,01/10/2021,RANBAXY (CORONUS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
RACPT,CIFRAN CT TABS,AB01111,17,0,0,117.5,83.93,01/10/2021,RANBAXY(MAXXIM),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
CLGP2,GENTALENE PLUS CREAM,AA92205,9,0,0,99.5,71.07,01/10/2021,RANBAXY (CROSLANDS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
CLGPC,GENTALENE PLUS CREAM,AA92207,76,0,0,56.5,40.36,01/10/2021,RANBAXY (CROSLANDS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
CLGPC,GENTALENE PLUS CREAM,AA92207,3,0,0,56.5,40.36,01/10/2021,RANBAXY (CROSLANDS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
RASV5,STORVAS  5MG TABS,EMU2945A,20,0,0,87.25,62.32,01/10/2021,RANBAXY-2,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
UCA5V,AMPOXIN 500MG VIAL,ZGJ4F062,70,10,1,23.08,16.49,01/10/2021,TORRENT (UVA),TORRENT PHARMACEUTICALS LTD   HYDERABAD
TOCG5,CALCIGARD-5MG CAPS,S177F005,40,0,0,12.95,9.25,01/10/2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORRDE,DEPLATT TABS,2Y32F035,20,0,0,84.9,60.64,01/10/2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORRX,NEXPRO-RD 40MG CAPS,RF1319097,20,0,0,148.55,106.11,01/10/2021,TORRENT (PRIMA),TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORRX,NEXPRO-RD 40MG CAPS,RF1319098,-20,0,0,148.55,106.11,01/10/2021,TORRENT (PRIMA),TORRENT PHARMACEUTICALS LTD   HYDERABAD
ELSHD,SHELCAL HD TAB,GAY90062,30,0,0,94.05,67.18,01/10/2021,TORRENT (B- WELL),TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORSX,SHELCAL XT TAB,GBR90176,16,0,0,312.12,222.94,01/10/2021,TORRENT (B- WELL),TORRENT PHARMACEUTICALS LTD   HYDERABAD
EDSCM,SHELCAL-M TAB,GBA90048,3,0,0,107.45,76.75,01/10/2021,TORRENT (B- WELL),TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORR2,VELOZ 20 TABS,2D56F015,11,0,0,128.65,91.89,01/10/2021,TORRENT (VISTA),TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORRM2,VOGLITOR MF 0.2 TABS,2EZ6F001,17,0,0,51.25,36.61,01/10/2021,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
FDC1A,1-AL 5MG TABS ***,079K025,150,0,0,26.2,18.71,01/10/2021,F.D.C. INDIA LIMITED,TRINETRA PHARMA    HYDERABAD
FDC1S,1-AL SYRUP ***,489K002,32,0,0,34.8,24.86,01/10/2021,F.D.C. INDIA LIMITED,TRINETRA PHARMA    HYDERABAD
FDC1S,1-AL SYRUP ***,489K002,120,0,0,34.8,24.86,01/10/2021,F.D.C. INDIA LIMITED,TRINETRA PHARMA    HYDERABAD
LGDWE,DEWAX EAR DROPS**,CDX473,37,10,2,95.99,68.57,01/10/2021,LEGEND DRUGS & FORMS,TRINETRA PHARMA    HYDERABAD
SUNGM,GLUCORYL M1 TAB,19442867,2,0,0,138,98.57,01/10/2021,ALKEM DIABETOLOGY,TRINETRA PHARMA    HYDERABAD
SUNG2,GLUCORYL M2 TAB,19442747,10,0,0,189,135,01/10/2021,ALKEM DIABETOLOGY,TRINETRA PHARMA    HYDERABAD
LUPKETO,KETOFLAM-P TABS**,SW1981931K,7,0,0,126.9,90.65,01/10/2021,LUPIN,TRINETRA PHARMA    HYDERABAD
H&HHHF,HHFUDIC CREAM,H115,3,0,0,269,192.14,01/10/2021,H&H PHARMA (DERMATOLOGY),VEGAVAAN PHARMA      SECUNDERABAD
H&HPRN,PROPYDERAM NF CREAM,H112,4,0,0,159,113.57,01/10/2021,H&H PHARMA (VITALITY),VEGAVAAN PHARMA      SECUNDERABAD
H&HPRN,PROPYDERAM NF CREAM,H112,25,0,0,159,113.57,01/10/2021,H&H PHARMA (VITALITY),VEGAVAAN PHARMA      SECUNDERABAD
VEF120,FEPANIL 120 SYR,FOH9M27,110,10,1,34.78,24.84,01/10/2021,VERITAZ HEALTHCARE LIMITED,VERITAZ HEALTHCARE LIMITED    HYDERABAD
VIBSV,BIOSULPHA VIAL,BM1908,50,0,0,144,97.66,01/10/2021,VETINDIA,VET INDIA PHARMACEUTICALS     HYDERABAD
VIEL5,ENROGEN LIQ,LEN19018,20,0,0,540,292.32,01/10/2021,VETINDIA,VET INDIA PHARMACEUTICALS     HYDERABAD
VIOT5,OXY-100MG VIAL,DS1904,34,0,0,72,50.4,01/10/2021,VETINDIA,VET INDIA PHARMACEUTICALS     HYDERABAD
VITS1,TYSIN-100MG VIAL,TD1904,17,0,0,102,69.18,01/10/2021,VETINDIA,VET INDIA PHARMACEUTICALS     HYDERABAD
PDGMT,GELUSIL-MPS TABS,918039G,101,0,0,16.5,11.79,01/10/2021,PFIZER (PAIN),VIJAYA DURGA AGENCIES   VIJAYAWADA
ASM21,MONOCEF-O 200MG TAB,B198L089,69,9,1,145,103.57,01/10/2021,ARISTO PHARMA,VIJAYA DURGA AGENCIES   VIJAYAWADA
JWWL1,WYSOLONE 10MG TAB,75403S,324,0,0,20.72,15.94,01/10/2021,PFIZER (PAIN),VIJAYA DURGA AGENCIES   VIJAYAWADA
IPZD1,ZERODOL-100MG **,CSW0890007,40,0,0,42.58,30.42,01/10/2021,IPCA,VIJAYA DURGA AGENCIES   VIJAYAWADA
RBZYT,ZYTEE GEL (TUB),T19097,10,0,0,97,69.29,01/10/2021,GENARAL COMPANY,VIJAYA DURGA AGENCIES   VIJAYAWADA
WLPS5,PERSOL-AC 5% GEL,1343,20,0,0,160,114.29,01/10/2021,WALLACE-2,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD
WALLGP1,WALAPHAGE G-1 TABS,GIR9018,20,0,0,60.15,42.97,01/10/2021,WALLACE PHARMA,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD
BIBT1,BIOTAX 1GM VIAL,F900872,4,5,1,37.06,26.47,01/10/2021,BIOCHEM PHARMA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
BIBT5,BIOTAX 500MG VIAL,F900869,1,8,2,22.28,15.91,01/10/2021,BIOCHEM PHARMA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
CYFGA,FALCIGO VIAL,AAV1117,1870,0,0,224.58,171.11,01/10/2021,ZYDUS CADILA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
BIOSU,SULBACEF 1GM INJ,F900949,84,0,0,174.2,124.43,01/10/2021,BIOCHEM PHARMA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
HOAR2,AMARYL 2MG TAB,9NA0015,4,0,0,179.76,128.4,01/10/2021,AVENTIS PHARMA,
MIALH,AMLONG H TAB ***,AMES0049,22,0,0,97,69.29,01/10/2021,MICRO LABS,
PBLL1,LIVO-LUK SYR,57319011,6,0,0,112.35,92.24,01/10/2021,PANACEA-BIOTEC LTD(PROCARE),
SUNP20,PANTOCID 20MG TABS** 15`S,EMU1248,12,0,0,105,75,01/10/2021,SUN PHARMACEUTICAL I LTD,
